lactate_abg,ph_abg,hco3_abg,temp_c,temp_nc,urea,creatinine,sodium,k,hb,wbc,neutrophil,platelets,crp,chemo,chronic_rrt,metastatic,radiotx,apache,medical,system,height,weight,elective_surgical,arrival_dttm,discharge_dttm,dob,vital_status,sex,nhs_number,age_years,los,bmi,gender
0.9,7.36,27.3,36.2,37.1,3.2,80,140,4.5,132,16.7,15,262,32,0,0,0,0,18,1,1,1.75,55,0,2017-07-22T01:13:48Z,2017-07-24T13:13:48Z,1987-07-22,A,M,9316665337,30,2,179591.83673469385,M
4.2,7.32,24,37.4,36.5,6.9,102,143,4,93,18.1,15.9,262,6,1,1,1,1,14,1,1,1.75,95,0,2017-07-24T02:35:27Z,2017-08-01T02:35:27Z,1957-07-24,A,M,7559553745,60,8,310204.081632653,M
3.3,7.43,21.9,36.5,38,7.2,63,140,4.3,135,10.6,6.9,164,4,1,0,0,0,0,0,3,1.6,65,0,2017-07-24T13:06:18Z,2017-07-25T13:06:18Z,1957-07-24,A,F,2158772832,60,1,253906.25,F
1.3,7.342,24.6,35.1,36.4,4.2,65,137,4,97,12.4,9.62,248,5,0,0,0,0,16,0,10,1.6,65,1,2017-07-24T00:02:57Z,2017-07-25T00:02:57Z,1947-07-24,A,F,8647598458,70,1,253906.25,F
1.1,7.27,32.9,35.9,37.6,4.9,55,141,3.8,125,18.7,17.2,281,249,0,0,0,0,22,1,1,1.65,55,0,2017-07-25T00:35:05Z,2017-07-28T00:35:05Z,1967-07-25,D,F,6914956553,50,3,202020.202020202,F
2,7.42,27.2,36.6,36.6,2.8,51,141,3.8,121,6,4.5,62,107,0,0,0,0,13,0,1,1.55,75,0,2017-07-24T17:21:38Z,2017-07-26T17:21:38Z,1967-07-24,A,F,9494352297,50,2,312174.8178980229,F
1.7,7.21,28.7,35.5,36.9,16.3,91,146,4.6,112,2.6,2.52,284,349,1,1,1,0,19,1,8,1.7,100,0,2017-07-25T12:42:00Z,2017-07-28T00:42:00Z,1937-07-25,A,M,8897492851,80,3,346020.7612456747,M
10.5,7.24,18.7,34.6,32.3,7.1,93,137,4.2,101,22.3,19.7,227,107,1,0,0,0,61,0,7,1.6,55,0,2017-07-25T00:32:14Z,2017-08-19T00:32:14Z,1967-07-25,A,F,7847221616,50,25,214843.75,F
0.7,7.45,23.2,36.7,35.7,3.5,44,146,3.8,99,16.7,13.9,172,18,1,0,1,0,5,0,3,1.6,100,1,2017-07-26T23:43:28Z,2017-07-27T11:43:28Z,1957-07-26,A,M,6386498925,60,1,390625,M
1.3,7.24,23.6,36,38,15.1,153,139,4.7,87,7.5,7,127,47,1,1,1,1,14,0,3,1.7,75,1,2017-07-27T01:08:43Z,2017-07-29T01:08:43Z,1937-07-27,A,M,9219589974,80,2,259515.57093425601,M
1.4,7.43,22,37.5,39.2,NA,97,139,4.2,143,15.3,23.4,217,5.7,1,0,1,0,25,1,2,1.75,75,0,2017-07-27T02:10:58Z,2017-07-30T14:10:58Z,1947-07-27,A,M,2651439770,70,3,244897.95918367343,M
0.8,7.25,22,36,36.1,7.3,115,141,3.5,126,9.4,7,166,260,0,0,0,0,45,0,2,1.45,80,0,2017-07-27T03:10:55Z,2017-08-04T03:10:55Z,1967-07-27,A,M,6674343935,50,8,380499.40546967904,M
0.4,7.27,29,35.1,37,11.9,122,139,4.3,110,9.4,7.6,101,167.7,0,0,1,0,10,1,1,1.75,65,0,2017-07-28T10:46:20Z,2017-07-29T10:46:20Z,1947-07-28,A,M,1374874167,70,1,212244.89795918364,M
5.1,7.43,24,36.8,36.1,7.3,112,135,4.2,89,10.81,7.5,165,47,0,0,0,0,12,0,3,1.8,90,1,2017-07-28T06:07:41Z,2017-08-08T06:07:41Z,1937-07-28,A,M,2283995191,80,11,277777.7777777777,M
2.6,7.44,22.1,35.2,38.9,3.5,65,139,4.2,102,9.63,7.01,210,80.2,0,0,0,0,21,1,1,1.8,125,0,2017-07-28T10:42:21Z,2017-08-15T10:42:21Z,1987-07-28,A,M,5964259979,30,18,385802.4691358024,M
2.9,7.2,26.6,36.3,35.9,NA,74,132,4.2,159,10.1,8.5,122,2,0,0,0,0,25,1,2,1.6,65,0,2017-07-28T04:50:37Z,2017-08-01T04:50:37Z,1937-07-28,A,F,3132449180,80,4,253906.25,F
0.9,7.36,22,37,36.1,7.3,91,139,5.4,140,18.9,23.4,282,46,0,0,0,0,18,1,1,1.75,85,0,2017-07-28T09:29:07Z,2017-07-30T21:29:07Z,1947-07-28,A,M,1235329151,70,2,277551.0204081632,M
2.5,7.39,21.7,35.8,37.1,6.5,57,141,5.5,137,6.6,5.7,417,166,0,0,0,0,12,0,7,1.7,65,1,2017-07-29T13:13:40Z,2017-08-01T13:13:40Z,1967-07-29,A,M,2583319973,50,3,224913.49480968856,M
3,7.41,22.7,35.4,38.9,6.5,436,137,4.5,127,3.9,3.42,72,37,0,1,0,0,9,0,3,1.75,85,1,2017-07-31T14:58:04Z,2017-08-02T14:58:04Z,1937-07-31,A,M,8189713485,80,2,277551.0204081632,M
2.6,7.41,15.8,38.5,36.6,7.7,89,142,4.7,101,39.6,28.5,290,58,0,0,1,0,21,0,7,1.6,50,1,2017-07-31T12:53:08Z,2017-08-08T12:53:08Z,1957-07-31,D,F,3581374293,60,8,195312.5,F
1.4,7.35,22.2,35.4,36.6,5.5,75,138,5.2,122,14.1,13.4,127,7,1,1,1,1,6,0,2,1.85,75,1,2017-07-31T04:46:24Z,2017-08-04T04:46:24Z,1997-07-31,A,M,7669638613,20,4,219138.05697589475,M
1.2,7.4,22.3,36.9,37.3,1.7,39,131,3.7,118,10.6,8.04,362,78,0,0,0,0,69,0,2,1.55,85,0,2017-08-01T12:56:25Z,2017-08-03T00:56:25Z,1947-08-01,A,F,2169227741,70,2,353798.1269510926,F
3.5,7.452,19.4,38,36.7,4.4,55,144,4.9,94,14.9,13.3,330,304,0,0,0,0,15,0,4,1.75,75,1,2017-08-01T20:26:59Z,2017-08-08T20:26:59Z,1997-08-01,A,M,7825516311,20,7,244897.95918367343,M
1.3,7.42,24,35.9,36.1,10.7,124,134,5,99,15.9,13.7,265,8,1,0,0,0,18,1,2,1.75,90,0,2017-08-01T10:49:07Z,2017-08-21T10:49:07Z,1937-08-01,A,M,6485463135,80,20,293877.5510204081,M
1.7,7.43,22.5,37,37.3,3.9,93,141,3.9,119,4.4,3.43,76,5,0,0,0,0,13,0,4,1.65,65,0,2017-08-01T13:10:42Z,2017-08-02T13:10:42Z,1937-08-01,A,M,5729874189,80,1,238751.1478420569,M
3.2,7.4,21.6,36.3,36.1,13.8,101,135,5,129,9.4,13.8,150,240,1,0,1,0,43,1,2,1.7,80,0,2017-08-02T11:16:18Z,2017-08-02T23:16:18Z,1937-08-02,D,M,3736332475,80,0,276816.6089965398,M
2.7,7.31,22.8,36.4,36.3,2.1,86,142,4,108,7.5,4.3,122,73,0,0,0,0,15,1,8,1.6,80,1,2017-08-02T19:19:58Z,2017-08-05T19:19:58Z,1947-08-02,A,F,5895992412,70,3,312500,F
1.8,7.36,24,37.1,37.7,4.4,51,139,4.2,127,7.7,8.8,164,22,0,0,0,0,13,0,2,1.65,95,1,2017-08-02T11:54:15Z,2017-08-03T11:54:15Z,1987-08-02,A,F,9522728934,30,1,348943.98530762165,F
4.4,7.38,13.2,35,38.1,18.3,687,122,5.5,84,5.9,4.5,157,92,1,1,0,0,26,1,7,1.5,50,0,2017-08-02T13:47:04Z,2017-08-04T13:47:04Z,1957-08-02,A,M,7449778785,60,2,222222.22222222222,M
1.8,7.37,5.2,25.7,37,18.3,137,126,5.4,108,3.3,2.4,224,171,0,0,0,0,19,1,8,1.65,75,1,2017-08-03T20:22:49Z,2017-08-11T20:22:49Z,1947-08-03,A,F,1417188847,70,8,275482.0936639118,F
1.6,7.281,19.3,34.6,37.4,0.9,45,151,3.5,97,11.5,10.51,224,7.5,1,0,0,1,5,1,8,1.55,70,0,2017-08-03T11:08:05Z,2017-09-02T11:08:05Z,1957-08-03,D,F,3397818656,60,30,291363.16337148804,F
1,7.36,24.2,36.9,37.5,3.2,83,134,4.5,146,24.6,21.92,177,51,0,0,0,0,26,0,1,1.65,75,1,2017-08-03T05:25:45Z,2017-08-03T17:25:45Z,1947-08-03,A,F,3941251864,70,0,275482.0936639118,F
1,7.29,19.9,35.7,36.5,0.9,70,148,3.8,92,9.3,6.8,311,2.2,0,0,0,0,19,0,1,1.65,60,1,2017-08-03T02:26:18Z,2017-08-04T14:26:18Z,1957-08-03,A,F,1853991384,60,1,220385.67493112944,F
0.6,7.44,28.5,35.7,36.8,6.3,79,141,3.7,89,13,11.19,205,5,1,1,1,1,19,0,3,1.75,70,0,2017-08-04T18:11:43Z,2017-08-06T06:11:43Z,1947-08-04,A,M,1674986831,70,2,228571.42857142855,M
2.7,7.27,22.1,35.3,34.9,5.3,120,128,5.4,108,14.9,11.94,248,89,1,1,1,1,14,1,3,1.55,65,0,2017-08-04T11:39:53Z,2017-08-08T11:39:53Z,1937-08-04,A,F,6422376987,80,4,270551.5088449532,F
1,7.331,22.4,37,37,16.3,178,137,4.4,98,8,6.9,137,13.4,0,0,0,0,19,1,7,1.75,70,0,2017-08-04T14:16:28Z,2017-08-08T02:16:28Z,1937-08-04,A,M,7595152348,80,4,228571.42857142855,M
0.8,7.25,21,37.6,36.1,3.8,105,143,4,114,16.8,15.6,252,2.8,1,0,1,0,0,1,1,1.9,90,0,2017-08-04T14:34:52Z,2017-08-20T14:34:52Z,1957-08-04,D,F,6715711542,60,16,249307.47922437673,F
1.5,7.43,29.4,36.1,31.2,NA,68,136,3.9,110,23.1,19.99,30,17.4,0,0,1,0,2,0,10,1.7,60,0,2017-08-06T23:43:29Z,2017-08-07T23:43:29Z,1967-08-06,A,M,1358935580,50,1,207612.45674740482,M
1.2,7.24,15,36.5,36.7,1.5,56,141,4.3,74,10.9,9.08,160,2,0,0,0,0,9,1,4,1.8,100,0,2017-08-06T19:04:23Z,2017-08-13T07:04:23Z,1997-08-06,A,M,4816115463,20,7,308641.9753086419,M
1.3,7.4,22,36.7,36.2,13.7,198,137,4.7,93,9.8,2.7,320,247,1,1,1,1,16,1,3,1.65,100,1,2017-08-06T20:12:10Z,2017-08-09T08:12:10Z,1977-08-06,A,M,8473285255,40,3,367309.4582185491,M
1,7.35,24.2,37.6,37.8,4.6,68,135,4.1,113,13.2,12.01,178,24,0,0,0,0,11,1,2,1.6,70,0,2017-08-07T07:02:45Z,2017-08-21T07:02:45Z,1947-08-07,A,F,1993234365,70,14,273437.5,F
4.2,7.41,23,36.4,36.6,7.6,54,143,4.1,94,10.81,7.7,138,260,0,0,0,0,12,0,3,1.7,80,1,2017-08-07T05:33:47Z,2017-08-12T05:33:47Z,1947-08-07,A,M,2387862899,70,5,276816.6089965398,M
0.6,7.38,22.5,36.4,37,2,45,139,3.3,106,12.7,12,224,5.1,0,0,0,0,14,0,2,1.65,55,0,2017-08-07T01:41:14Z,2017-08-08T13:41:14Z,1967-08-07,A,F,4924688339,50,1,202020.202020202,F
1.7,7.25,26.1,36.7,37,6.9,81,139,5.1,157,30.04,23.3,281,18,0,0,0,0,8,1,3,1.85,105,0,2017-08-08T20:53:41Z,2017-08-14T20:53:41Z,1957-08-08,A,M,3765211346,60,6,306793.2797662527,M
0.5,7.409,25,35.8,36.7,18.4,231,137,4.5,121,9.6,7.63,75,7,0,0,0,0,19,1,2,1.85,90,0,2017-08-08T20:06:49Z,2017-08-15T08:06:49Z,1947-08-08,A,M,3328344993,70,7,262965.66837107367,M
4.1,7.33,19.4,35.8,36.7,7.9,138,120,3.7,79,5.6,5.3,221,179,1,0,0,1,18,1,8,1.6,60,0,2017-08-08T16:57:33Z,2017-08-09T04:57:33Z,1947-08-08,D,F,7858288482,70,1,234375,F
3,7.34,23.7,36.2,36.6,5,79,141,4.4,133,13.9,11.69,276,5,0,0,0,0,21,0,2,1.8,85,1,2017-08-08T00:00:16Z,2017-08-09T12:00:16Z,1947-08-08,D,M,9746439294,70,1,262345.6790123456,M
1.4,7.417,24.6,37.1,36.7,2.8,78,135,4.5,63,12.9,12.1,274,2,1,1,0,1,3,0,7,1.7,50,0,2017-08-09T11:29:18Z,2017-08-15T11:29:18Z,1987-08-09,A,F,4418444513,30,6,173010.38062283734,F
1.1,7.28,17.6,37.4,36.3,NA,81,148,5,135,4.6,3.66,25,87,0,0,0,0,25,0,3,1.65,50,0,2017-08-09T22:48:45Z,2017-08-16T10:48:45Z,1977-08-09,D,F,7928294370,40,7,183654.72910927454,F
1.6,7.38,25.3,36.3,36.4,3.7,74,139,4.4,166,8.9,8.2,194,100,0,0,0,0,0,1,1,1.9,90,0,2017-08-09T13:09:41Z,2017-08-09T13:09:41Z,1947-08-09,A,M,2517775125,70,0,249307.47922437673,M
7.1,7.25,13.5,34.7,37,12.5,227,138,4.3,148,10.1,8.6,23,322,0,0,0,0,70,0,3,1.75,75,1,2017-08-10T02:22:26Z,2017-08-13T14:22:26Z,1947-08-10,A,M,4283778281,70,3,244897.95918367343,M
0.8,7.33,23,35.2,36.5,12.1,122,140,4.5,109,13.4,11.1,441,20,0,0,0,0,23,1,7,1.6,65,1,2017-08-10T18:58:26Z,2017-08-21T18:58:26Z,1947-08-10,A,F,4565817497,70,11,253906.25,F
0.7,7.42,21,36.3,36.8,3.8,46,144,3.5,93,5.1,2.7,258,9,0,0,0,0,2,1,3,1.65,80,0,2017-08-10T13:36:23Z,2017-08-14T13:36:23Z,1987-08-10,A,F,6712262224,30,4,293847.5665748393,F
1.8,7.49,30.3,37.4,36.7,5.9,83,143,3.9,122,23.1,19.9,262,98,1,1,1,1,13,0,3,1.6,105,0,2017-08-10T15:00:22Z,2017-08-12T15:00:22Z,1957-08-10,A,F,7731551563,60,2,410156.25,F
3.2,7.43,23,36.2,36.2,5.7,73,135,4,117,20.2,16.8,468,205,0,0,0,0,12,1,2,1.7,85,0,2017-08-10T14:47:07Z,2017-08-11T02:47:07Z,1977-08-10,A,M,4493727446,40,1,294117.6470588235,M
1.9,7.44,26.4,37.2,36.6,NA,66,141,3.8,129,8.9,8.03,206,98,1,1,0,1,20,1,1,1.7,90,0,2017-08-15T00:21:51Z,2017-08-18T00:21:51Z,1947-08-15,A,M,5956222670,70,3,311418.6851211072,M
1.4,7.252,23.6,37,37.4,4,193,134,4.8,145,13.1,11,224,120,0,0,0,0,10,1,3,1.75,115,0,2017-08-14T02:40:03Z,2017-08-16T02:40:03Z,1947-08-14,A,M,6175327934,70,2,375510.2040816326,M
2,7.31,22.2,34.7,35.7,5.8,86,137,5.6,158,15.5,13.7,290,20,0,0,0,0,12,0,7,1.7,100,1,2017-08-15T21:16:46Z,2017-08-22T21:16:46Z,1947-08-15,A,M,1517351871,70,7,346020.7612456747,M
2,7.4,21.1,37.2,36.8,4.4,65,137,4.4,143,15.4,13,240,48.7,0,0,0,0,12,0,2,1.7,80,1,2017-08-16T02:51:40Z,2017-08-21T02:51:40Z,1997-08-16,A,M,1678555886,20,5,276816.6089965398,M
4,7.22,19.4,36.4,37.1,12.5,39,138,3.9,83,6,5,116,213,0,0,0,0,85,0,7,1.7,60,0,2017-08-16T20:35:06Z,2017-08-16T20:35:06Z,1987-08-16,A,M,3184477916,30,0,207612.45674740482,M
0.5,7.29,40.1,36,37,NA,65,139,4.6,159,10.4,8.7,183,185,0,0,0,0,8,1,1,1.65,55,0,2017-08-16T18:01:33Z,2017-08-22T18:01:33Z,1947-08-16,A,F,4241859720,70,6,202020.202020202,F
1.2,7.46,25.2,37.2,36.2,4.2,94,139,4,129,6.5,2.9,86,63,0,0,0,0,13,1,1,1.7,60,0,2017-08-16T19:22:12Z,2017-08-18T19:22:12Z,1977-08-16,A,F,9217619264,40,2,207612.45674740482,F
1.7,7.49,22.5,37.7,38.1,9.7,606,135,6.5,82,24.3,21.92,113,132,1,1,0,0,28,1,4,1.6,150,0,2017-08-17T14:14:13Z,2017-08-26T14:14:13Z,1957-08-17,A,F,2761573242,60,9,585937.5,F
1.1,7.4,22.2,37.1,36.7,NA,64,140,4.2,118,6.6,5,166,7,1,1,0,1,3,0,3,1.6,115,1,2017-08-18T01:58:54Z,2017-08-20T01:58:54Z,1977-08-18,A,F,4362416870,40,2,449218.75,F
1,7.4,29.8,36.8,36.6,6.1,40,143,3.9,110,10.4,8.6,379,155.4,0,0,0,0,18,1,1,1.65,60,0,2017-08-18T17:27:14Z,2017-08-21T17:27:14Z,1967-08-18,D,F,4995512292,50,3,220385.67493112944,F
0.7,7.3,23,36.5,34,NA,44,142,4.3,110,7.2,4.1,120,36,1,0,0,1,15,0,7,1.65,70,1,2017-08-21T02:27:18Z,2017-08-22T02:27:18Z,1947-08-21,A,F,6369652970,70,1,257116.62075298437,F
1.6,7.37,18.2,36.3,37.2,2.7,124,145,5,114,14.7,11.8,202,12,0,0,0,0,10,0,7,1.6,70,0,2017-08-21T22:30:41Z,2017-08-22T22:30:41Z,1977-08-21,A,F,9987514243,40,1,273437.5,F
4.6,7.44,17,38.5,36.6,6.2,86,143,3.6,150,19.3,18.05,256,48.7,1,1,1,1,12,1,4,1.7,90,0,2017-08-21T17:57:17Z,2017-09-03T17:57:17Z,1937-08-21,A,M,2258283981,80,13,311418.6851211072,M
10.3,7.33,14.1,35.4,34.6,NA,541,126,4.9,117,1.7,0.8,109,23,1,0,0,0,27,1,2,1.65,70,0,2017-08-22T05:50:54Z,2017-08-27T17:50:54Z,1967-08-22,A,M,9834314590,50,5,257116.62075298437,M
1.3,7.31,21.4,36.6,35.8,16.4,195,135,4.3,81,6.3,3.83,199,345,1,0,0,1,10,1,3,1.6,100,1,2017-08-22T13:05:25Z,2017-09-07T13:05:25Z,1967-08-22,A,M,5232725963,50,16,390625,M
2.1,7.39,25.1,34.9,35.3,7.3,178,136,3.6,144,24.6,21.92,100,13.3,0,0,0,0,2,0,7,1.9,115,1,2017-08-22T02:17:10Z,2017-08-23T02:17:10Z,1967-08-22,A,M,3929168758,50,1,318559.5567867036,M
1.8,7.36,23.2,35.8,35.9,NA,98,143,4.7,102,12.1,10.19,159,26.7,1,1,1,1,17,0,7,1.65,70,1,2017-08-22T21:17:01Z,2017-08-23T21:17:01Z,1947-08-22,A,F,2642548260,70,1,257116.62075298437,F
0.9,7.26,20.9,37,35.3,3.6,105,141,4.8,119,12.5,9.91,282,2,0,0,0,1,11,0,3,1.8,70,1,2017-08-22T14:56:24Z,2017-08-24T14:56:24Z,1987-08-22,A,M,8774495828,30,2,216049.38271604932,M
1,7.35,23.3,36.6,36.2,6.1,72,139,4.9,119,7.5,5.67,107,47,0,0,0,0,9,0,2,1.85,75,1,2017-08-24T00:06:12Z,2017-08-27T00:06:12Z,1947-08-24,A,M,4347213468,70,3,219138.05697589475,M
1.4,7.35,25.6,35.1,36.6,6.1,202,134,4.6,93,8.9,5.52,75,8.9,1,1,1,1,11,0,2,1.9,150,1,2017-08-23T00:21:14Z,2017-08-26T00:21:14Z,1957-08-23,A,M,6251682892,60,3,415512.46537396125,M
3.2,7.21,20.6,36.1,38.1,3,75,141,5.6,110,9,7.12,255,47,1,0,1,0,9,0,2,1.9,125,1,2017-08-23T10:25:41Z,2017-08-30T10:25:41Z,1967-08-23,A,M,4556894743,50,7,346260.38781163434,M
3.7,7.111,14,35.6,36.2,17.3,341,129,6.7,83,0.8,0.6,155,16,0,0,0,0,80,1,8,1.5,50,0,2017-08-23T05:59:46Z,2017-08-26T05:59:46Z,1957-08-23,A,F,9242437565,60,3,222222.22222222222,F
1.6,7.42,22.1,35.9,36.7,NA,403,137,3.6,101,9.4,9.21,195,10,1,1,1,0,19,0,7,1.65,60,1,2017-08-23T02:33:07Z,2017-08-29T14:33:07Z,1957-08-23,A,M,6679358280,60,6,220385.67493112944,M
2,7.4,25.1,37.1,36.5,NA,97,137,5.1,80,16.5,16.1,267,100,1,0,0,0,19,1,1,1.7,65,0,2017-08-23T14:45:07Z,2017-09-03T14:45:07Z,1937-08-23,A,M,4166168630,80,11,224913.49480968856,M
1.5,7.253,26.4,38.2,37.2,4,74,141,4.8,119,13.5,12,259,43,1,0,1,1,5,0,2,1.75,95,1,2017-08-24T09:39:13Z,2017-08-27T21:39:13Z,1977-08-24,A,M,6563735738,40,3,310204.081632653,M
2,7.25,27.8,36.2,36.9,5.9,86,130,4.2,128,11.3,10.73,148,70,1,0,0,0,11,1,1,1.6,80,0,2017-08-24T09:23:18Z,2017-08-27T09:23:18Z,1947-08-24,A,F,2167282176,70,3,312500,F
1.1,7.39,27,37.9,36.2,NA,92,133,6.5,150,23.1,19,668,217.3,0,0,0,0,15,0,3,1.7,80,1,2017-08-24T17:30:03Z,2017-09-12T17:30:03Z,1947-08-24,A,M,9671959490,70,19,276816.6089965398,M
2,7.43,22.9,38,37.4,5,93,138,4.9,134,13.3,11.3,242,52,1,0,1,0,10,0,3,1.85,75,1,2017-08-25T13:49:54Z,2017-08-26T13:49:54Z,1947-08-25,A,M,8816566191,70,1,219138.05697589475,M
2.4,7.54,65.3,35.5,37.2,4.9,68,143,3.1,95,14.25,13.9,288,78,0,0,0,0,15,1,2,1.65,90,0,2017-08-25T05:04:12Z,2017-08-26T17:04:12Z,1987-08-25,A,F,9532816836,30,1,330578.51239669416,F
2.6,7.37,21.2,35.8,35.7,9.7,46,129,4.8,84,14.5,13.28,210,47,0,0,0,0,20,1,2,1.7,65,0,2017-08-25T08:02:50Z,2017-08-31T08:02:50Z,1957-08-25,A,F,9843719212,60,6,224913.49480968856,F
2.3,7.24,19.7,37.6,37.3,14.4,197,145,5.2,154,8,7.9,185,252,0,0,0,0,8,1,1,1.7,65,0,2017-08-25T05:31:35Z,2017-09-07T05:31:35Z,1997-08-25,A,F,3252696223,20,13,224913.49480968856,F
2,7.39,19.6,36.6,34,7.9,178,131,4.6,96,16.7,14.6,199,24,1,1,0,1,16,1,2,1.7,60,0,2017-08-25T05:53:50Z,2017-08-27T05:53:50Z,1957-08-25,D,M,2735261182,60,2,207612.45674740482,M
7.8,7.25,15.9,32.5,33.3,6.2,81,131,4.2,139,28.4,23.9,215,1,0,0,0,1,115,1,2,1.55,55,1,2017-08-27T12:31:49Z,2017-09-13T12:31:49Z,1947-08-27,D,M,2185369695,70,17,228928.19979188347,M
1.7,7.09,18.5,36,38.1,32.7,643,134,5.5,84,18.9,20.2,405,252.2,1,1,0,0,65,0,2,1.85,75,1,2017-08-28T14:47:36Z,2017-09-04T14:47:36Z,1977-08-28,A,M,4393513193,40,7,219138.05697589475,M
1.8,7.3,26.4,35.1,37.1,5,119,134,6.3,123,14.9,11.2,158,5,0,0,0,0,8,1,1,1.75,75,0,2017-08-28T10:59:29Z,2017-08-31T10:59:29Z,1957-08-28,A,M,9698785388,60,3,244897.95918367343,M
1.1,7.37,20.2,37,37.4,4.8,111,138,5.4,120,14.1,12.2,288,284,0,0,0,1,22,0,3,1.8,95,1,2017-08-28T12:31:42Z,2017-08-30T00:31:42Z,1987-08-28,A,M,9398916428,30,2,293209.87654320983,M
0.6,7.38,23.2,33.9,35.8,8.1,40,142,3.9,100,6.9,5.67,264,24,0,0,0,0,10,1,3,1.7,60,0,2017-08-29T20:00:55Z,2017-09-05T20:00:55Z,1977-08-29,A,M,3743249251,40,7,207612.45674740482,M
1.3,7.385,24.4,36.7,36.4,5.4,60,133,5,110,24.8,21.92,159,1,0,0,0,0,16,0,1,1.5,55,1,2017-08-30T12:51:32Z,2017-09-03T12:51:32Z,1937-08-30,A,F,7354589829,80,4,244444.44444444444,F
0.7,7.43,23.5,36.7,36,5.3,81,128,4,84,11.1,8.19,169,106,1,0,0,0,8,1,1,1.8,70,0,2017-08-31T00:01:58Z,2017-09-06T00:01:58Z,1997-08-31,A,M,7497772449,20,6,216049.38271604932,M
2.5,7.53,18.6,38,36.3,19.8,251,137,4.2,110,20.5,16.9,258,150,1,0,1,0,22,1,3,1.65,70,0,2017-08-31T01:46:08Z,2017-09-12T01:46:08Z,1937-08-31,A,M,4263974344,80,12,257116.62075298437,M
1.1,7.35,22.2,36.8,36.3,0.8,79,143,4.5,107,15,11.4,273,8,1,0,1,0,10,0,3,1.65,60,1,2017-08-31T07:24:20Z,2017-09-03T07:24:20Z,1977-08-31,A,F,3936663858,40,3,220385.67493112944,F
1.9,7.38,20.4,37,37.4,5.1,128,135,5.7,112,9.7,9,104,194,1,0,0,0,17,0,3,1.75,85,1,2017-08-31T04:08:02Z,2017-09-03T04:08:02Z,1937-08-31,A,M,2626316431,80,3,277551.0204081632,M
1.4,7.26,19.4,36.5,38.5,1.7,43,140,4.4,85,10.9,8.83,210,208,1,0,1,0,8,0,2,1.65,65,0,2017-08-31T14:51:45Z,2017-09-01T14:51:45Z,1977-08-31,A,F,6414323152,40,1,238751.1478420569,F
1.4,7.4,16.6,37.4,37.9,4.5,40,140,4.2,110,11.8,8.32,379,140.7,1,0,1,0,10,0,3,1.8,150,0,2017-08-31T14:16:57Z,2017-09-01T02:16:57Z,1937-08-31,A,M,8957367586,80,1,462962.96296296286,M
2.2,7.3,21,35.1,35.8,4.1,74,143,4,102,21.8,17.69,288,8,0,0,0,0,0,1,1,1.75,80,0,2017-09-01T02:21:40Z,2017-09-16T02:21:40Z,1987-09-01,A,M,2159685976,30,15,261224.48979591834,M
2,7.38,21.2,37,36.7,5.1,93,139,4.5,108,16.1,14.01,142,25,1,1,1,1,15,0,3,1.75,100,1,2017-09-01T21:31:37Z,2017-09-02T21:31:37Z,1957-09-01,A,M,8353817667,60,1,326530.61224489793,M
10.9,7.33,12.4,34.4,34.6,28.2,322,125,5.5,80,51.7,56.51,567,21,1,1,1,1,80,1,3,1.65,80,0,2017-09-01T15:05:18Z,2017-09-02T03:05:18Z,1957-09-01,D,F,5893527151,60,1,293847.5665748393,F
2,7.44,22.9,34.7,36.1,18.4,195,139,4.2,92,8.4,6.3,171,37,1,1,1,1,16,1,1,1.5,50,1,2017-09-01T20:33:21Z,2017-09-03T08:33:21Z,1947-09-01,A,M,9328234859,70,2,222222.22222222222,M
1.6,7.37,23,35.8,36.5,3.5,94,139,4.2,107,8.9,7.4,182,79,1,0,0,0,8,0,3,1.7,80,1,2017-09-01T17:31:27Z,2017-09-02T17:31:27Z,1987-09-01,A,F,1815716665,30,1,276816.6089965398,F
1.4,7.44,25,35.8,35.5,4.2,47,136,3.8,138,12.8,11.7,252,2,0,0,0,0,10,1,2,1.7,65,0,2017-09-01T08:31:50Z,2017-09-01T20:31:50Z,1977-09-01,A,M,5542334652,40,0,224913.49480968856,M
1.3,7.32,19.7,36.1,34,18.4,195,136,4.8,90,7.5,6.97,135,202,1,0,0,0,15,1,8,1.75,115,0,2017-09-01T02:43:57Z,2017-09-30T02:43:57Z,1957-09-01,D,M,1387964674,60,29,375510.2040816326,M
4.6,7.35,13.2,35.4,37.1,12.6,258,138,6.5,90,10.38,9.5,263,55.2,0,0,0,0,21,0,7,1.75,105,0,2017-09-02T02:17:18Z,2017-09-06T14:17:18Z,1937-09-02,A,M,8443228652,80,4,342857.1428571428,M
1.2,7.4,24.1,36.4,36.5,NA,75,138,3.9,104,10,8,336,10,0,0,0,0,20,0,7,1.9,95,1,2017-09-03T01:31:21Z,2017-09-10T01:31:21Z,1947-09-03,A,M,7596121810,70,7,263157.89473684214,M
2.6,7.37,18.9,35.3,37.2,3.7,68,141,4.9,145,8.9,4.8,156,2,0,0,0,0,12,0,3,1.75,140,0,2017-09-04T20:07:13Z,2017-09-05T20:07:13Z,1977-09-04,A,M,5156179436,40,1,457142.8571428571,M
1.3,7.34,23.6,35.6,36.7,5.4,68,140,4.7,120,7.1,7.9,162,2,1,0,0,0,6,0,2,1.8,80,1,2017-09-04T03:15:01Z,2017-09-06T03:15:01Z,1987-09-04,A,M,6485724141,30,2,246913.58024691354,M
